Time,Station,Temperature,Moisture,Light,Total_Rainfall,Rainfall,Wind_Direction,PM2.5,PM10,CO,NOx,SO2
30/06/2023 23:28:00,SVDT1,27.5,96.8,0,2985.4,0,95,0.6,0.8,6554,6476.7,6553.4
30/06/2023 23:27:00,SVDT1,27.5,96.8,0,2985.4,0,109,1.1,3.2,6554,6476.7,6553.4
30/06/2023 23:26:00,SVDT1,27.5,96.8,0,2985.4,0,100,0.5,0.5,6554,6476.7,6553.4
30/06/2023 23:25:00,SVDT1,27.5,96.8,0,2985.4,0,86,0.5,0.5,6554,6476.7,6553.4
30/06/2023 23:24:00,SVDT1,27.5,96.9,0,2985.4,0,128,0.4,0.4,6554,6476.7,6553.4
30/06/2023 23:23:00,SVDT1,27.5,96.9,0,2985.4,0,118,0.6,0.7,6554,6476.7,6553.4
30/06/2023 23:22:00,SVDT1,27.5,97.0,0,2985.4,0,113,0.5,0.8,6554,6476.7,6553.4
30/06/2023 23:21:00,SVDT1,27.5,97.0,0,2985.4,0,89,0.7,1.4,6554,6476.7,6553.4
30/06/2023 23:20:00,SVDT1,27.5,97.0,0,2985.4,0,97,0.8,1.6,6554,6476.7,6553.4
30/06/2023 23:19:00,SVDT1,27.5,97.0,0,2985.4,0,114,0.6,0.7,6554,6476.7,6553.4
30/06/2023 23:18:00,SVDT1,27.5,97.0,0,2985.4,0,127,0.8,1.1,6554,6476.7,6553.4
30/06/2023 23:17:00,SVDT1,27.5,97.0,0,2985.4,0,122,0.9,1.2,6554,6476.7,6553.4
30/06/2023 23:16:00,SVDT1,27.5,97.0,0,2985.4,0,120,1.1,3.9,6554,6476.7,6553.4
30/06/2023 23:15:00,SVDT1,27.6,97.0,0,2985.4,0,144,0.7,0.8,6554,6476.7,6553.4
30/06/2023 23:14:00,SVDT1,27.5,97.0,0,2985.4,0,126,0.9,1.6,6554,6476.7,6553.4
30/06/2023 23:13:00,SVDT1,27.6,97.0,0,2985.4,0,116,0.9,1,6554,6476.7,6553.4
30/06/2023 23:12:00,SVDT1,27.6,97.0,0,2985.4,0,117,0.5,0.7,6554,6476.7,6553.4
30/06/2023 23:11:00,SVDT1,27.6,97.0,0,2985.4,0,116,0.7,1.6,6554,6476.7,6553.4
30/06/2023 23:10:00,SVDT1,27.5,96.9,0,2985.4,0,115,0.8,1,6554,6476.7,6553.4
30/06/2023 23:09:00,SVDT1,27.5,96.9,0,2985.4,0,111,1.2,1.9,6554,6476.7,6553.4
30/06/2023 23:08:00,SVDT1,27.5,96.9,0,2985.4,0,109,0.6,0.6,6554,6476.7,6553.4
30/06/2023 23:07:00,SVDT1,27.5,96.9,0,2985.4,0,101,1.2,1.6,6554,6476.7,6553.4
30/06/2023 23:06:00,SVDT1,27.6,96.8,0,2985.4,0,109,1.4,2.4,6554,6476.7,6553.4
30/06/2023 23:05:00,SVDT1,27.5,96.8,0,2985.4,0.1,109,1.1,1.9,6554,6476.7,6553.4
30/06/2023 23:04:00,SVDT1,27.6,96.8,0,2985.3,0,108,0.7,1.4,6554,6476.7,6553.4
30/06/2023 23:03:00,SVDT1,27.6,96.7,0,2985.3,0,111,1,1.2,6554,6476.7,6553.4
30/06/2023 23:02:00,SVDT1,27.6,96.7,0,2985.3,0,109,0.8,1.9,6554,6476.7,6553.4
30/06/2023 23:01:00,SVDT1,27.6,96.7,0,2985.3,0,107,0.5,0.7,6554,6476.7,6553.4
30/06/2023 23:00:00,SVDT1,27.6,96.6,0,2985.3,0,114,0.9,1.5,6554,6476.7,6553.4
30/06/2023 22:59:00,SVDT1,27.6,96.6,0,2985.3,0,113,0.7,0.8,6554,6476.7,6553.4
30/06/2023 22:58:00,SVDT1,27.6,96.6,0,2985.3,0,113,1.1,3.3,6554,6476.7,6553.4
30/06/2023 22:57:00,SVDT1,27.6,96.6,0,2985.3,0,113,0.9,6.2,6554,6476.7,6553.4
30/06/2023 22:56:00,SVDT1,27.6,96.6,0,2985.3,0,111,0.7,1.1,6554,6476.7,6553.4
30/06/2023 22:55:00,SVDT1,27.6,96.5,0,2985.3,0,113,0.7,1,6554,6476.7,6553.4
30/06/2023 22:54:00,SVDT1,27.6,96.5,0,2985.3,0,113,1,1.4,6554,6476.7,6553.4
30/06/2023 22:53:00,SVDT1,27.6,96.4,0,2985.3,0,115,1.1,2.2,6554,6476.7,6553.4
30/06/2023 22:52:00,SVDT1,27.6,96.4,0,2985.3,0,117,1.2,2.1,6554,6476.7,6553.4
30/06/2023 22:51:00,SVDT1,27.6,96.4,0,2985.3,0,110,0.8,1,6554,6476.7,6553.4
30/06/2023 22:50:00,SVDT1,27.6,96.4,0,2985.3,0,114,0.8,1.1,6554,6476.7,6553.4
30/06/2023 22:49:00,SVDT1,27.6,96.3,0,2985.3,0,112,0.6,0.6,6554,6476.7,6553.4
30/06/2023 22:48:00,SVDT1,27.6,96.2,0,2985.3,0,114,1.4,1.7,6554,6476.7,6553.4
30/06/2023 22:47:00,SVDT1,27.6,96.2,0,2985.3,0,113,0.6,0.7,6554,6476.7,6553.4
30/06/2023 22:46:00,SVDT1,27.6,96.1,0,2985.3,0,119,0.9,1,6554,6476.7,6553.4
30/06/2023 22:45:00,SVDT1,27.6,96.1,0,2985.3,0,138,0.5,0.5,6554,6476.7,6553.4
30/06/2023 22:44:00,SVDT1,27.6,96.1,0,2985.3,0,130,0.9,1.1,6554,6476.7,6553.4
30/06/2023 22:43:00,SVDT1,27.6,96.1,0,2985.3,0,126,0.7,1.1,6554,6476.7,6553.4
30/06/2023 22:42:00,SVDT1,27.7,96.1,0,2985.3,0,125,0.5,0.6,6554,6476.7,6553.4
30/06/2023 22:41:00,SVDT1,27.6,96.0,0,2985.3,0,120,1.2,2.1,6554,6476.7,6553.4
30/06/2023 22:40:00,SVDT1,27.7,96.0,0,2985.3,0,123,1.1,3.9,6554,6476.7,6553.4
30/06/2023 22:39:00,SVDT1,27.7,95.9,0,2985.3,0,137,1,2.3,6554,6476.7,6553.4
30/06/2023 22:38:00,SVDT1,27.7,95.9,0,2985.3,0,113,1.4,2.1,6554,6476.7,6553.4
30/06/2023 22:37:00,SVDT1,27.7,95.8,0,2985.3,0,127,1,5.8,6554,6476.7,6553.4
30/06/2023 22:36:00,SVDT1,27.7,95.7,0,2985.3,0,149,1.4,5.4,6554,6476.7,6553.4
30/06/2023 22:35:00,SVDT1,27.7,95.7,0,2985.3,0,123,0.7,0.8,6554,6476.7,6553.4
30/06/2023 22:34:00,SVDT1,27.7,95.7,0,2985.3,0,120,1.1,1.9,6554,6476.7,6553.4
30/06/2023 22:33:00,SVDT1,27.7,95.5,0,2985.3,0,113,1.1,2.2,6554,6476.7,6553.4
30/06/2023 22:32:00,SVDT1,27.7,95.4,0,2985.3,0,105,1.5,7.4,6554,6476.7,6553.4
30/06/2023 22:31:00,SVDT1,27.7,95.4,0,2985.3,0,135,1.3,9.2,6554,6476.7,6553.4
30/06/2023 22:30:00,SVDT1,27.7,95.4,0,2985.3,0,102,0.6,1.2,6554,6476.7,6553.4
30/06/2023 22:29:00,SVDT1,27.7,95.4,0,2985.3,0,159,0.4,0.5,6554,6476.7,6553.4
30/06/2023 22:28:00,SVDT1,27.7,95.4,0,2985.3,0,88,0.7,1,6554,6476.7,6553.4
30/06/2023 22:27:00,SVDT1,27.7,95.4,0,2985.3,0,107,0.8,1.7,6554,6476.7,6553.4
30/06/2023 22:26:00,SVDT1,27.7,95.4,0,2985.3,0,117,0.6,2,6554,6476.7,6553.4
30/06/2023 22:25:00,SVDT1,27.7,95.3,0,2985.3,0,106,0.6,1.8,6554,6476.7,6553.4
30/06/2023 22:24:00,SVDT1,27.7,95.3,0,2985.3,0,98,1.3,1.7,6554,6476.7,6553.4
30/06/2023 22:23:00,SVDT1,27.7,95.3,0,2985.3,0,105,0.8,1.1,6554,6476.7,6553.4
30/06/2023 22:22:00,SVDT1,27.8,95.3,0,2985.3,0,115,0.8,0.9,6554,6476.7,6553.4
30/06/2023 22:21:00,SVDT1,27.7,95.3,0,2985.3,0,98,0.6,2.3,6554,6476.7,6553.4
30/06/2023 22:20:00,SVDT1,27.7,95.3,0,2985.3,0,87,0.8,0.9,6554,6476.7,6553.4
30/06/2023 22:19:00,SVDT1,27.8,95.4,0,2985.3,0,80,0.7,0.8,6554,6476.7,6553.4
30/06/2023 22:18:00,SVDT1,27.7,95.3,0,2985.3,0,105,1,4.9,6554,6476.7,6553.4
30/06/2023 22:17:00,SVDT1,27.8,95.3,0,2985.3,0,116,0.7,4.4,6554,6476.7,6553.4
30/06/2023 22:16:00,SVDT1,27.8,95.3,0,2985.3,0,235,0.6,0.9,6554,6476.7,6553.4
30/06/2023 22:15:00,SVDT1,27.8,95.3,0,2985.3,0,68,0.6,2.7,6554,6476.7,6553.4
30/06/2023 22:14:00,SVDT1,27.8,95.2,0,2985.3,0,163,0.7,1.4,6554,6476.7,6553.4
30/06/2023 22:13:00,SVDT1,27.8,95.2,0,2985.3,0,151,0.9,1.3,6554,6476.7,6553.4
30/06/2023 22:12:00,SVDT1,27.8,95.2,0,2985.3,0,242,0.3,0.3,6554,6476.7,6553.4
30/06/2023 22:11:00,SVDT1,27.8,95.2,0,2985.3,0,202,0.7,5.3,6554,6476.7,6553.4
30/06/2023 22:10:00,SVDT1,27.8,95.2,0,2985.3,0,94,1.2,4.3,6554,6476.7,6553.4
30/06/2023 22:09:00,SVDT1,27.8,95.2,0,2985.3,0,103,0.6,0.7,6554,6476.7,6553.4
30/06/2023 22:08:00,SVDT1,27.9,95.1,0,2985.3,0,145,0.8,1,6554,6476.7,6553.4
30/06/2023 22:07:00,SVDT1,27.9,95.1,0,2985.3,0,152,0.7,0.9,6554,6476.7,6553.4
30/06/2023 22:06:00,SVDT1,27.9,95.0,0,2985.3,0,219,0.6,1.8,6554,6476.7,6553.4
30/06/2023 22:05:00,SVDT1,27.9,95.0,0,2985.3,0,96,0.9,2.6,6554,6476.7,6553.4
30/06/2023 22:04:00,SVDT1,27.9,95.0,0,2985.3,0,111,0.7,0.7,6554,6476.7,6553.4
30/06/2023 22:03:00,SVDT1,27.9,95.0,0,2985.3,0,86,1,1.6,6554,6476.7,6553.4
30/06/2023 22:02:00,SVDT1,27.9,94.9,0,2985.3,0,88,0.6,1,6554,6476.7,6553.4
30/06/2023 22:01:00,SVDT1,27.9,94.9,0,2985.3,0,106,0.6,0.6,6554,6476.7,6553.4
30/06/2023 22:00:00,SVDT1,28.0,94.7,0,2985.3,0,113,1.1,2,6554,6476.7,6553.4
30/06/2023 21:59:00,SVDT1,28.0,94.6,0,2985.3,0,112,0.6,0.8,6554,6476.7,6553.4
30/06/2023 21:58:00,SVDT1,28.0,94.4,0,2985.3,0,97,0.4,0.9,6554,6476.7,6553.4
30/06/2023 21:57:00,SVDT1,28.0,94.3,0,2985.3,0,94,0.7,1.1,6554,6476.7,6553.4
30/06/2023 21:56:00,SVDT1,28.0,94.2,0,2985.3,0,92,0.7,1.1,6554,6476.7,6553.4
30/06/2023 21:55:00,SVDT1,28.0,94.2,0,2985.3,0,123,1.9,7.2,6554,6476.7,6553.4
30/06/2023 21:54:00,SVDT1,28.0,94.1,0,2985.3,0,94,0.6,0.7,6554,6476.7,6553.4
30/06/2023 21:53:00,SVDT1,28.0,94.1,0,2985.3,0,97,0.7,0.9,6554,6476.7,6553.4
30/06/2023 21:52:00,SVDT1,28.0,94.1,0,2985.3,0,156,1,1.5,6554,6476.7,6553.4
30/06/2023 21:51:00,SVDT1,28.0,94.1,0,2985.3,0,178,1.1,2.2,6554,6476.7,6553.4
30/06/2023 21:50:00,SVDT1,28.0,94.2,0,2985.3,0,125,0.9,1.5,6554,6476.7,6553.4
30/06/2023 21:49:00,SVDT1,27.9,94.3,0,2985.3,0,97,1,5.1,6554,6476.7,6553.4
30/06/2023 21:48:00,SVDT1,27.9,94.4,0,2985.3,0,286,1.1,1.4,6554,6476.7,6553.4
30/06/2023 21:47:00,SVDT1,27.9,94.5,0,2985.3,0,151,0.5,0.5,6554,6476.7,6553.4
30/06/2023 21:46:00,SVDT1,27.9,94.6,0,2985.3,0,170,1.1,2.4,6554,6476.7,6553.4
30/06/2023 21:45:00,SVDT1,27.9,94.6,0,2985.3,0,73,1.3,6.2,6554,6476.7,6553.4
30/06/2023 21:44:00,SVDT1,27.9,94.6,0,2985.3,0,56,0.6,1.2,6554,6476.7,6553.4
30/06/2023 21:43:00,SVDT1,27.9,94.6,0,2985.3,0,204,0.8,1,6554,6476.7,6553.4
30/06/2023 21:42:00,SVDT1,27.9,94.6,0,2985.3,0,162,1.2,8.3,6554,6476.7,6553.4
30/06/2023 21:41:00,SVDT1,27.9,94.5,0,2985.3,0,148,1.5,3.4,6554,6476.7,6553.4
30/06/2023 21:40:00,SVDT1,27.9,94.5,0,2985.3,0,103,1.1,3.3,6554,6476.7,6553.4
30/06/2023 21:39:00,SVDT1,27.9,94.5,0,2985.3,0,233,1,4.3,6554,6476.7,6553.4
30/06/2023 21:38:00,SVDT1,27.9,94.5,0,2985.3,0,197,1.3,7,6554,6476.7,6553.4
30/06/2023 21:37:00,SVDT1,27.9,94.5,0,2985.3,0,297,0.6,0.7,6554,6476.7,6553.4
30/06/2023 21:36:00,SVDT1,27.9,94.5,0,2985.3,0,277,1.3,6.7,6554,6476.7,6553.4
30/06/2023 21:35:00,SVDT1,27.9,94.5,0,2985.3,0,277,1.3,5.2,6554,6476.7,6553.4
30/06/2023 21:34:00,SVDT1,27.9,94.5,0,2985.3,0,304,1.5,4.3,6554,6476.7,6553.4
30/06/2023 21:33:00,SVDT1,27.9,94.5,0,2985.3,0,223,1.4,2.1,6554,6476.7,6553.4
30/06/2023 21:32:00,SVDT1,27.9,94.5,0,2985.3,0,274,1.5,3,6554,6476.7,6553.4
30/06/2023 21:31:00,SVDT1,27.9,94.5,0,2985.3,0,289,0.8,1.2,6554,6476.7,6553.4
30/06/2023 21:30:00,SVDT1,27.9,94.6,0,2985.3,0,227,1.1,1.7,6554,6476.7,6553.4
30/06/2023 21:29:00,SVDT1,27.9,94.6,0,2985.3,0,271,0.9,1.3,6554,6476.7,6553.4
30/06/2023 21:28:00,SVDT1,27.9,94.6,0,2985.3,0,304,1.1,1.4,6554,6476.7,6553.4
30/06/2023 21:27:00,SVDT1,27.9,94.6,0,2985.3,0,298,1.4,2.3,6554,6476.7,6553.4
30/06/2023 21:26:00,SVDT1,27.9,94.6,0,2985.3,0,243,0.9,3,6554,6476.7,6553.4
30/06/2023 21:25:00,SVDT1,27.9,94.6,0,2985.3,0,296,0.8,0.9,6554,6476.7,6553.4
30/06/2023 21:24:00,SVDT1,27.9,94.6,0,2985.3,0,256,0.9,1.2,6554,6476.7,6553.4
30/06/2023 21:23:00,SVDT1,27.9,94.6,0,2985.3,0,200,0.8,1.4,6554,6476.7,6553.4
30/06/2023 21:22:00,SVDT1,27.9,94.6,0,2985.3,0,154,1.4,2.6,6554,6476.7,6553.4
30/06/2023 21:21:00,SVDT1,27.9,94.5,0,2985.3,0,160,1.1,2.7,6554,6476.7,6553.4
30/06/2023 21:20:00,SVDT1,27.9,94.5,0,2985.3,0,293,1.3,3.8,6554,6476.7,6553.4
30/06/2023 21:19:00,SVDT1,28.0,94.4,0,2985.3,0,300,1.1,1.6,6554,6476.7,6553.4
30/06/2023 21:18:00,SVDT1,28.0,94.4,0,2985.3,0,117,0.8,0.8,6554,6476.7,6553.4
30/06/2023 21:17:00,SVDT1,28.0,94.3,0,2985.3,0,194,0.8,1,6554,6476.7,6553.4
30/06/2023 21:16:00,SVDT1,28.0,94.2,0,2985.3,0,156,1.7,2.3,6554,6476.7,6553.4
30/06/2023 21:15:00,SVDT1,28.0,94.2,0,2985.3,0,237,0.7,1,6554,6476.7,6553.4
30/06/2023 21:14:00,SVDT1,28.1,94.1,0,2985.3,0,161,1.3,1.6,6554,6476.7,6553.4
30/06/2023 21:13:00,SVDT1,28.1,94.0,0,2985.3,0,173,2.1,2.9,6554,6476.7,6553.4
30/06/2023 21:12:00,SVDT1,28.1,93.9,0,2985.3,0,66,1.1,2.4,6554,6476.7,6553.4
30/06/2023 21:11:00,SVDT1,28.1,93.9,0,2985.3,0,110,1.5,2.1,6554,6476.7,6553.4
30/06/2023 21:10:00,SVDT1,28.1,93.7,0,2985.3,0,104,1.1,2.3,6554,6476.7,6553.4
30/06/2023 21:09:00,SVDT1,28.1,93.7,0,2985.3,0,108,2.3,6.9,6554,6476.7,6553.4
30/06/2023 21:08:00,SVDT1,28.2,93.6,0,2985.3,0,120,1,2.6,6554,6476.7,6553.4
30/06/2023 21:07:00,SVDT1,28.2,93.5,0,2985.3,0,106,0.8,5.1,6554,6476.7,6553.4
30/06/2023 21:06:00,SVDT1,28.2,93.5,0,2985.3,0,106,1.5,1.9,6554,6476.7,6553.4
30/06/2023 21:05:00,SVDT1,28.2,93.4,0,2985.3,0,77,0.9,1.1,6554,6476.7,6553.4
30/06/2023 21:04:00,SVDT1,28.2,93.4,0,2985.3,0,117,1.2,1.8,6554,6476.7,6553.4
30/06/2023 21:03:00,SVDT1,28.2,93.5,0,2985.3,0,185,0.7,1,6554,6476.7,6553.4
30/06/2023 21:02:00,SVDT1,28.3,93.6,0,2985.3,0,105,1.4,1.8,6554,6476.7,6553.4
30/06/2023 21:01:00,SVDT1,28.2,93.6,0,2985.3,0,103,2.1,10.8,6554,6476.7,6553.4
30/06/2023 21:00:00,SVDT1,28.3,93.5,0,2985.3,0,121,0.7,1.2,6554,6476.7,6553.4
30/06/2023 20:59:00,SVDT1,28.3,93.3,0,2985.3,0,97,1.4,3.8,6554,6476.7,6553.4
30/06/2023 20:58:00,SVDT1,28.2,93.2,0,2985.3,0,115,1.9,4.1,6554,6476.7,6553.4
30/06/2023 20:57:00,SVDT1,28.2,93.1,0,2985.3,0,116,0.9,2.4,6554,6476.7,6553.4
30/06/2023 20:56:00,SVDT1,28.2,93.1,0,2985.3,0,116,0.7,0.9,6554,6476.7,6553.4
30/06/2023 20:55:00,SVDT1,28.3,93.1,0,2985.3,0,92,1,1.4,6554,6476.7,6553.4
30/06/2023 20:54:00,SVDT1,28.3,93.1,0,2985.3,0,183,1.7,3.3,6554,6476.7,6553.4
30/06/2023 20:53:00,SVDT1,28.3,93.1,0,2985.3,0,199,0.8,0.9,6554,6476.7,6553.4
30/06/2023 20:52:00,SVDT1,28.3,93.1,0,2985.3,0,151,1,1.2,6554,6476.7,6553.4
30/06/2023 20:51:00,SVDT1,28.3,93.1,0,2985.3,0,183,1.1,1.5,6554,6476.7,6553.4
30/06/2023 20:50:00,SVDT1,28.3,93.2,0,2985.3,0,260,1.3,2.6,6554,6476.7,6553.4
30/06/2023 20:49:00,SVDT1,28.3,93.1,0,2985.3,0,256,1.1,2,6554,6476.7,6553.4
30/06/2023 20:48:00,SVDT1,28.3,93.1,0,2985.3,0,223,1.5,2.6,6554,6476.7,6553.4
30/06/2023 20:47:00,SVDT1,28.2,93.1,0,2985.3,0,268,1.3,1.5,6554,6476.7,6553.4
30/06/2023 20:46:00,SVDT1,28.3,93.2,0,2985.3,0,296,1.6,3.7,6554,6476.7,6553.4
30/06/2023 20:45:00,SVDT1,28.3,93.1,0,2985.3,0,229,1.8,3,6554,6476.7,6553.4
30/06/2023 20:44:00,SVDT1,28.3,93.1,0,2985.3,0,141,0.7,0.9,6554,6476.7,6553.4
30/06/2023 20:43:00,SVDT1,28.3,93.2,0,2985.3,0,139,1.1,2.3,6554,6476.7,6553.4
30/06/2023 20:42:00,SVDT1,28.3,93.1,0,2985.3,0,254,1.2,1.5,6554,6476.7,6553.4
30/06/2023 20:41:00,SVDT1,28.3,93.1,0,2985.3,0,212,0.8,1.5,6554,6476.7,6553.4
30/06/2023 20:40:00,SVDT1,28.3,93.0,0,2985.3,0,125,1.3,5,6554,6476.7,6553.4
30/06/2023 20:39:00,SVDT1,28.3,92.9,0,2985.3,0,225,1,1.5,6554,6476.7,6553.4
30/06/2023 20:38:00,SVDT1,28.3,92.9,0,2985.3,0,241,0.7,1,6554,6476.7,6553.4
30/06/2023 20:37:00,SVDT1,28.3,92.9,0,2985.3,0,95,1,1.4,6554,6476.7,6553.4
30/06/2023 20:36:00,SVDT1,28.3,92.9,0,2985.3,0,114,1.8,3.7,6554,6476.7,6553.4
30/06/2023 20:35:00,SVDT1,28.3,92.8,0,2985.3,0,101,2.2,3.7,6554,6476.7,6553.4
30/06/2023 20:34:00,SVDT1,28.3,92.8,0,2985.3,0,127,1,2.7,6554,6476.7,6553.4
30/06/2023 20:33:00,SVDT1,28.4,92.8,0,2985.3,0,122,1.1,11.3,6554,6476.7,6553.4
30/06/2023 20:32:00,SVDT1,28.4,92.7,0,2985.3,0,163,1.3,1.6,6554,6476.7,6553.4
30/06/2023 20:31:00,SVDT1,28.4,92.8,0,2985.3,0,130,1.5,3,6554,6476.7,6553.4
30/06/2023 20:30:00,SVDT1,28.4,92.7,0,2985.3,0,218,1.7,2.6,6554,6476.7,6553.4
30/06/2023 20:29:00,SVDT1,28.4,92.6,0,2985.3,0,139,1.6,2.6,6554,6476.7,6553.4
30/06/2023 20:28:00,SVDT1,28.4,92.6,0,2985.3,0,129,1.4,2.8,6554,6476.7,6553.4
30/06/2023 20:27:00,SVDT1,28.4,92.6,0,2985.3,0,234,0.8,0.9,6554,6476.7,6553.4
30/06/2023 20:26:00,SVDT1,28.4,92.5,0,2985.3,0,248,1.3,2.2,6554,6476.7,6553.4
30/06/2023 20:25:00,SVDT1,28.4,92.5,0,2985.3,0,236,1,2,6554,6476.7,6553.4
30/06/2023 20:24:00,SVDT1,28.4,92.5,0,2985.3,0,178,0.9,1,6554,6476.7,6553.4
30/06/2023 20:23:00,SVDT1,28.4,92.4,0,2985.3,0,299,0.8,1.1,6554,6476.7,6553.4
30/06/2023 20:22:00,SVDT1,28.4,92.4,0,2985.3,0,255,1,1.6,6554,6476.7,6553.4
30/06/2023 20:21:00,SVDT1,28.4,92.4,0,2985.3,0,222,1.7,4.2,6554,6476.7,6553.4
30/06/2023 20:20:00,SVDT1,28.5,92.3,0,2985.3,0,124,1.8,3.4,6554,6476.7,6553.4
30/06/2023 20:19:00,SVDT1,28.5,92.2,0,2985.3,0,184,0.9,1.2,6554,6476.7,6553.4
30/06/2023 20:18:00,SVDT1,28.5,92.1,0,2985.3,0,227,1.5,2,6554,6476.7,6553.4
30/06/2023 20:17:00,SVDT1,28.5,92.0,0,2985.3,0,306,1.2,2.2,6554,6476.7,6553.4
30/06/2023 20:16:00,SVDT1,28.5,92.0,0,2985.3,0,299,0.8,1.5,6554,6476.7,6553.4
30/06/2023 20:15:00,SVDT1,28.5,92.0,0,2985.3,0,294,1.1,1.3,6554,6476.7,6553.4
30/06/2023 20:14:00,SVDT1,28.5,91.9,0,2985.3,0,291,0.7,0.9,6554,6476.7,6553.4
30/06/2023 20:13:00,SVDT1,28.5,92.0,0,2985.3,0,177,1.1,2.9,6554,6476.7,6553.4
30/06/2023 20:12:00,SVDT1,28.6,91.9,0,2985.3,0,306,0.9,1.2,6554,6476.7,6553.4
30/06/2023 20:11:00,SVDT1,28.6,91.9,0,2985.3,0,282,1.3,1.5,6554,6476.7,6553.4
30/06/2023 20:10:00,SVDT1,28.6,91.7,0,2985.3,0,272,1.7,2.5,6554,6476.7,6553.4
30/06/2023 20:09:00,SVDT1,28.6,91.6,0,2985.3,0,215,1.1,1.2,6554,6476.7,6553.4
30/06/2023 20:08:00,SVDT1,28.6,91.6,0,2985.3,0,296,1.2,1.3,6554,6476.7,6553.4
30/06/2023 20:07:00,SVDT1,28.6,91.6,0,2985.3,0,212,1.8,2.5,6554,6476.7,6553.4
30/06/2023 20:06:00,SVDT1,28.6,91.6,0,2985.3,0,259,2.1,4.9,6554,6476.7,6553.4
30/06/2023 20:05:00,SVDT1,28.6,91.6,0,2985.3,0,291,1.7,2.8,6554,6476.7,6553.4
30/06/2023 20:04:00,SVDT1,28.7,91.6,0,2985.3,0,299,2,5,6554,6476.7,6553.4
